date,project,species,count,count_10yr_avg,temp_c
2011-08-05,Wells,Bull Trout,0,NA,17.3
2011-08-06,Wells,Bull Trout,0,NA,17.5
2011-08-07,Wells,Bull Trout,0,NA,17.5
2011-08-08,Wells,Bull Trout,0,NA,17.6
2011-08-09,Wells,Bull Trout,0,NA,17.6
2011-08-10,Wells,Bull Trout,0,NA,17.6
2011-08-11,Wells,Bull Trout,0,NA,17.7
2011-08-12,Wells,Bull Trout,0,NA,17.8
2011-08-13,Wells,Bull Trout,0,NA,17.9
2011-08-14,Wells,Bull Trout,0,NA,17.9
2011-08-15,Wells,Bull Trout,0,NA,17.9
2011-08-16,Wells,Bull Trout,0,NA,17.8
2011-08-17,Wells,Bull Trout,0,NA,17.8
2011-08-18,Wells,Bull Trout,0,NA,17.7
2011-08-19,Wells,Bull Trout,0,NA,17.8
2011-08-20,Wells,Bull Trout,0,NA,18.1
2011-08-21,Wells,Bull Trout,0,NA,18
2011-08-22,Wells,Bull Trout,0,NA,18
2011-08-23,Wells,Bull Trout,0,NA,18
2011-08-24,Wells,Bull Trout,0,NA,18.3
2011-08-25,Wells,Bull Trout,0,NA,18.5
2011-08-26,Wells,Bull Trout,0,NA,18.5
2011-08-27,Wells,Bull Trout,0,NA,18.6
2011-08-28,Wells,Bull Trout,0,NA,18.8
2011-08-29,Wells,Bull Trout,0,NA,18.7
2011-08-30,Wells,Bull Trout,1,NA,18.7
2011-08-31,Wells,Bull Trout,0,NA,18.5
2011-09-01,Wells,Bull Trout,0,NA,18.4
2011-09-02,Wells,Bull Trout,0,NA,18.5
2011-09-03,Wells,Bull Trout,0,NA,18.5
2011-09-04,Wells,Bull Trout,0,NA,18.5
2011-09-05,Wells,Bull Trout,0,NA,18.5
2011-09-06,Wells,Bull Trout,0,NA,18.5
2011-09-07,Wells,Bull Trout,0,NA,18.5
2011-09-08,Wells,Bull Trout,0,NA,18.4
2011-09-09,Wells,Bull Trout,0,NA,18.4
2011-09-10,Wells,Bull Trout,0,NA,18.6
2011-09-11,Wells,Bull Trout,0,NA,18.9
2011-09-12,Wells,Bull Trout,0,NA,19
2011-09-13,Wells,Bull Trout,0,NA,19
2011-09-14,Wells,Bull Trout,0,NA,18.9
2011-09-15,Wells,Bull Trout,0,NA,18.8
2011-09-16,Wells,Bull Trout,0,NA,NA
2011-09-17,Wells,Bull Trout,0,NA,NA
2011-09-18,Wells,Bull Trout,0,NA,NA
2011-09-19,Wells,Bull Trout,0,NA,NA
2011-09-20,Wells,Bull Trout,0,NA,NA
2011-09-21,Wells,Bull Trout,0,NA,NA
2011-09-22,Wells,Bull Trout,0,NA,NA
2011-09-23,Wells,Bull Trout,0,NA,NA
2011-09-24,Wells,Bull Trout,0,NA,NA
2011-09-25,Wells,Bull Trout,0,NA,NA
2011-09-26,Wells,Bull Trout,0,NA,NA
2011-09-27,Wells,Bull Trout,0,NA,NA
2011-09-28,Wells,Bull Trout,0,NA,NA
2011-09-29,Wells,Bull Trout,0,NA,NA
2011-09-30,Wells,Bull Trout,0,NA,NA
2011-10-01,Wells,Bull Trout,0,NA,NA
2011-10-02,Wells,Bull Trout,0,NA,NA
2011-10-03,Wells,Bull Trout,0,NA,NA
2011-10-04,Wells,Bull Trout,0,NA,NA
2011-10-05,Wells,Bull Trout,0,NA,NA
2011-10-06,Wells,Bull Trout,0,NA,NA
2011-10-07,Wells,Bull Trout,0,NA,NA
2011-10-08,Wells,Bull Trout,0,NA,NA
2011-10-09,Wells,Bull Trout,0,NA,NA
2011-10-10,Wells,Bull Trout,0,NA,NA
2011-10-11,Wells,Bull Trout,0,NA,NA
2011-10-12,Wells,Bull Trout,0,NA,NA
2011-10-13,Wells,Bull Trout,0,NA,NA
2011-10-14,Wells,Bull Trout,0,NA,NA
2011-10-15,Wells,Bull Trout,0,NA,NA
2011-10-16,Wells,Bull Trout,0,NA,NA
2011-10-17,Wells,Bull Trout,0,NA,NA
2011-10-18,Wells,Bull Trout,0,NA,NA
2011-10-19,Wells,Bull Trout,0,NA,NA
2011-10-20,Wells,Bull Trout,0,NA,NA
2011-10-21,Wells,Bull Trout,0,NA,NA
2011-10-22,Wells,Bull Trout,0,NA,NA
2011-10-23,Wells,Bull Trout,0,NA,NA
2011-10-24,Wells,Bull Trout,0,NA,NA
2011-10-25,Wells,Bull Trout,0,NA,NA
2011-10-26,Wells,Bull Trout,0,NA,NA
2011-10-27,Wells,Bull Trout,0,NA,NA
2011-10-28,Wells,Bull Trout,0,NA,NA
2011-10-29,Wells,Bull Trout,0,NA,NA
2011-10-30,Wells,Bull Trout,0,NA,NA
2011-10-31,Wells,Bull Trout,0,NA,NA
2011-11-01,Wells,Bull Trout,0,NA,NA
2011-11-02,Wells,Bull Trout,0,NA,NA
2011-11-03,Wells,Bull Trout,0,NA,NA
2011-11-04,Wells,Bull Trout,0,NA,NA
2011-11-05,Wells,Bull Trout,1,NA,NA
2011-11-06,Wells,Bull Trout,0,NA,NA
2011-11-07,Wells,Bull Trout,0,NA,NA
2011-11-08,Wells,Bull Trout,0,NA,NA
2011-11-09,Wells,Bull Trout,0,NA,NA
2011-11-10,Wells,Bull Trout,0,NA,NA
2011-11-11,Wells,Bull Trout,0,NA,NA
2011-11-12,Wells,Bull Trout,0,NA,NA
2011-11-13,Wells,Bull Trout,0,NA,NA
2011-11-14,Wells,Bull Trout,0,NA,NA
2011-11-15,Wells,Bull Trout,0,NA,NA
2011-11-16,Wells,Bull Trout,0,NA,NA
2011-11-17,Wells,Bull Trout,0,NA,NA
2011-11-18,Wells,Bull Trout,0,NA,NA
2011-11-19,Wells,Bull Trout,0,NA,NA
2011-11-20,Wells,Bull Trout,0,NA,NA
2011-11-21,Wells,Bull Trout,0,NA,NA
2011-11-22,Wells,Bull Trout,0,NA,NA
2011-11-23,Wells,Bull Trout,0,NA,NA
2011-11-24,Wells,Bull Trout,0,NA,NA
2011-11-25,Wells,Bull Trout,0,NA,NA
2011-11-26,Wells,Bull Trout,0,NA,NA
2011-11-27,Wells,Bull Trout,0,NA,NA
2011-11-28,Wells,Bull Trout,0,NA,NA
2011-11-29,Wells,Bull Trout,0,NA,NA
2011-11-30,Wells,Bull Trout,0,NA,NA
2011-12-01,Wells,Bull Trout,0,NA,NA
2011-12-02,Wells,Bull Trout,0,NA,NA
2011-12-03,Wells,Bull Trout,0,NA,NA
2011-12-04,Wells,Bull Trout,0,NA,NA
2011-12-05,Wells,Bull Trout,0,NA,NA
2011-12-06,Wells,Bull Trout,0,NA,NA
2011-12-07,Wells,Bull Trout,0,NA,NA
2011-12-08,Wells,Bull Trout,0,NA,NA
2011-12-09,Wells,Bull Trout,0,NA,NA
2011-12-10,Wells,Bull Trout,0,NA,NA
2011-12-11,Wells,Bull Trout,0,NA,NA
2011-12-12,Wells,Bull Trout,0,NA,NA
2011-12-13,Wells,Bull Trout,0,NA,NA
2011-12-14,Wells,Bull Trout,0,NA,NA
2011-12-15,Wells,Bull Trout,0,NA,NA
2011-12-16,Wells,Bull Trout,0,NA,NA
2011-12-17,Wells,Bull Trout,0,NA,NA
2011-12-18,Wells,Bull Trout,0,NA,NA
2011-12-19,Wells,Bull Trout,0,NA,NA
2011-12-20,Wells,Bull Trout,0,NA,NA
2011-12-21,Wells,Bull Trout,0,NA,NA
2011-12-22,Wells,Bull Trout,0,NA,NA
2011-12-23,Wells,Bull Trout,0,NA,NA
2011-12-24,Wells,Bull Trout,0,NA,NA
2011-12-25,Wells,Bull Trout,0,NA,NA
2011-12-26,Wells,Bull Trout,0,NA,NA
2011-12-27,Wells,Bull Trout,0,NA,NA
2011-12-28,Wells,Bull Trout,0,NA,NA
2011-12-29,Wells,Bull Trout,0,NA,NA
2011-12-30,Wells,Bull Trout,0,NA,NA
2012-01-01,Wells,Bull Trout,0,NA,NA
2012-01-02,Wells,Bull Trout,0,NA,NA
2012-01-03,Wells,Bull Trout,0,NA,NA
2012-01-04,Wells,Bull Trout,0,NA,NA
2012-01-05,Wells,Bull Trout,0,NA,NA
2012-01-06,Wells,Bull Trout,0,NA,NA
2012-01-07,Wells,Bull Trout,0,NA,NA
2012-01-08,Wells,Bull Trout,0,NA,NA
2012-01-09,Wells,Bull Trout,0,NA,NA
2012-01-10,Wells,Bull Trout,0,NA,NA
2012-01-11,Wells,Bull Trout,0,NA,NA
2012-01-12,Wells,Bull Trout,0,NA,NA
2012-01-13,Wells,Bull Trout,0,NA,NA
2012-01-14,Wells,Bull Trout,0,NA,NA
2012-01-15,Wells,Bull Trout,0,NA,NA
2012-01-16,Wells,Bull Trout,0,NA,NA
2012-01-17,Wells,Bull Trout,0,NA,NA
2012-01-18,Wells,Bull Trout,0,NA,NA
2012-01-19,Wells,Bull Trout,0,NA,NA
2012-01-20,Wells,Bull Trout,0,NA,NA
2012-01-21,Wells,Bull Trout,0,NA,NA
2012-01-22,Wells,Bull Trout,0,NA,NA
2012-02-07,Wells,Bull Trout,0,NA,NA
2012-02-10,Wells,Bull Trout,0,NA,NA
2012-02-17,Wells,Bull Trout,0,NA,NA
2012-02-20,Wells,Bull Trout,0,NA,NA
2012-02-21,Wells,Bull Trout,0,NA,NA
2012-02-22,Wells,Bull Trout,0,NA,NA
2012-02-23,Wells,Bull Trout,0,NA,NA
2012-02-24,Wells,Bull Trout,0,NA,NA
2012-02-25,Wells,Bull Trout,0,NA,NA
2012-02-26,Wells,Bull Trout,0,NA,NA
2012-02-27,Wells,Bull Trout,0,NA,NA
2012-02-28,Wells,Bull Trout,0,NA,NA
2012-03-01,Wells,Bull Trout,0,NA,NA
2012-03-02,Wells,Bull Trout,0,NA,NA
2012-03-03,Wells,Bull Trout,0,NA,NA
2012-03-04,Wells,Bull Trout,0,NA,NA
2012-03-05,Wells,Bull Trout,0,NA,NA
2012-03-06,Wells,Bull Trout,0,NA,NA
2012-03-07,Wells,Bull Trout,0,NA,NA
2012-03-08,Wells,Bull Trout,0,NA,NA
2012-03-09,Wells,Bull Trout,0,NA,NA
2012-03-10,Wells,Bull Trout,0,NA,NA
2012-03-11,Wells,Bull Trout,0,NA,NA
2012-03-12,Wells,Bull Trout,0,NA,NA
2012-03-13,Wells,Bull Trout,0,NA,NA
2012-03-14,Wells,Bull Trout,0,NA,NA
2012-03-15,Wells,Bull Trout,0,NA,NA
2012-03-16,Wells,Bull Trout,0,NA,NA
2012-03-17,Wells,Bull Trout,0,NA,NA
2012-03-18,Wells,Bull Trout,0,NA,NA
2012-03-19,Wells,Bull Trout,0,NA,NA
2012-03-20,Wells,Bull Trout,0,NA,NA
2012-03-21,Wells,Bull Trout,0,NA,NA
2012-03-22,Wells,Bull Trout,0,NA,NA
2012-03-23,Wells,Bull Trout,0,NA,NA
2012-03-24,Wells,Bull Trout,0,NA,NA
2012-03-25,Wells,Bull Trout,0,NA,NA
2012-03-26,Wells,Bull Trout,0,NA,NA
2012-03-27,Wells,Bull Trout,0,NA,NA
2012-03-28,Wells,Bull Trout,0,NA,NA
2012-03-29,Wells,Bull Trout,0,NA,NA
2012-03-30,Wells,Bull Trout,0,NA,NA
2012-03-31,Wells,Bull Trout,0,NA,NA
2012-04-01,Wells,Bull Trout,0,NA,NA
2012-04-02,Wells,Bull Trout,0,NA,NA
2012-04-03,Wells,Bull Trout,0,NA,NA
2012-04-04,Wells,Bull Trout,0,NA,NA
2012-04-05,Wells,Bull Trout,0,NA,NA
2012-04-06,Wells,Bull Trout,0,NA,NA
2012-04-07,Wells,Bull Trout,0,NA,NA
2012-04-08,Wells,Bull Trout,0,NA,NA
2012-04-09,Wells,Bull Trout,0,NA,NA
2012-04-10,Wells,Bull Trout,0,NA,NA
2012-04-11,Wells,Bull Trout,0,NA,NA
2012-04-12,Wells,Bull Trout,0,NA,NA
2012-04-13,Wells,Bull Trout,0,NA,NA
2012-04-14,Wells,Bull Trout,0,NA,NA
2012-04-15,Wells,Bull Trout,0,NA,NA
2012-04-16,Wells,Bull Trout,0,NA,NA
2012-04-17,Wells,Bull Trout,0,NA,NA
2012-04-18,Wells,Bull Trout,0,NA,NA
2012-04-19,Wells,Bull Trout,0,NA,NA
2012-04-20,Wells,Bull Trout,0,NA,NA
2012-04-21,Wells,Bull Trout,0,NA,NA
2012-04-22,Wells,Bull Trout,0,NA,NA
2012-04-23,Wells,Bull Trout,0,NA,NA
2012-04-24,Wells,Bull Trout,0,NA,NA
2012-04-25,Wells,Bull Trout,0,NA,NA
2012-04-26,Wells,Bull Trout,0,NA,NA
2012-04-27,Wells,Bull Trout,0,NA,NA
2012-04-28,Wells,Bull Trout,0,NA,NA
2012-04-29,Wells,Bull Trout,0,NA,NA
2012-04-30,Wells,Bull Trout,0,NA,NA
2012-05-01,Wells,Bull Trout,0,NA,8.3
2012-05-02,Wells,Bull Trout,0,NA,8.4
2012-05-03,Wells,Bull Trout,0,NA,8.3
2012-05-04,Wells,Bull Trout,0,NA,8.5
2012-05-05,Wells,Bull Trout,0,NA,8.7
2012-05-06,Wells,Bull Trout,0,NA,8.9
2012-05-07,Wells,Bull Trout,0,NA,9.3
2012-05-08,Wells,Bull Trout,0,NA,9.6
2012-05-09,Wells,Bull Trout,0,NA,9.9
2012-05-10,Wells,Bull Trout,0,NA,9.7
2012-05-11,Wells,Bull Trout,0,NA,9.7
2012-05-12,Wells,Bull Trout,0,NA,9.8
2012-05-13,Wells,Bull Trout,0,NA,10
2012-05-14,Wells,Bull Trout,0,NA,10.2
2012-05-15,Wells,Bull Trout,1,NA,10.4
2012-05-16,Wells,Bull Trout,0,NA,10.5
2012-05-17,Wells,Bull Trout,1,NA,10.3
2012-05-18,Wells,Bull Trout,0,NA,10.1
2012-05-19,Wells,Bull Trout,1,1,10
2012-05-20,Wells,Bull Trout,2,1,10
2012-05-21,Wells,Bull Trout,0,NA,10.1
2012-05-22,Wells,Bull Trout,2,NA,10.2
2012-05-23,Wells,Bull Trout,4,NA,10.4
2012-05-24,Wells,Bull Trout,2,1,10.5
2012-05-25,Wells,Bull Trout,0,1,10.6
2012-05-26,Wells,Bull Trout,1,2,10.8
2012-05-27,Wells,Bull Trout,1,2,11.2
2012-05-28,Wells,Bull Trout,2,1,11.5
2012-05-29,Wells,Bull Trout,1,1,11.6
2012-05-30,Wells,Bull Trout,0,2,11.6
2012-05-31,Wells,Bull Trout,0,2,11.8
2012-06-01,Wells,Bull Trout,1,2,11.9
2012-06-02,Wells,Bull Trout,4,2,12.2
2012-06-03,Wells,Bull Trout,1,2,12.3
2012-06-04,Wells,Bull Trout,3,3,12.2
2012-06-05,Wells,Bull Trout,1,1,11.9
2012-06-06,Wells,Bull Trout,0,1,11.6
2012-06-07,Wells,Bull Trout,0,1,11.6
2012-06-08,Wells,Bull Trout,2,1,11.6
2012-06-09,Wells,Bull Trout,3,NA,11.8
2012-06-10,Wells,Bull Trout,2,1,12
2012-06-11,Wells,Bull Trout,4,1,12.3
2012-06-12,Wells,Bull Trout,5,NA,12.4
2012-06-13,Wells,Bull Trout,3,1,12.5
2012-06-14,Wells,Bull Trout,0,1,12.7
2012-06-15,Wells,Bull Trout,1,1,12.7
2012-06-16,Wells,Bull Trout,1,1,12.8
2012-06-17,Wells,Bull Trout,4,1,12.8
2012-06-18,Wells,Bull Trout,1,1,12.9
2012-06-19,Wells,Bull Trout,2,2,12.9
2012-06-20,Wells,Bull Trout,2,1,12.7
2012-06-21,Wells,Bull Trout,2,1,12.9
2012-06-22,Wells,Bull Trout,0,1,13.1
2012-06-23,Wells,Bull Trout,2,1,13
2012-06-24,Wells,Bull Trout,0,1,12.9
2012-06-25,Wells,Bull Trout,1,2,12.7
2012-06-26,Wells,Bull Trout,3,NA,12.5
2012-06-27,Wells,Bull Trout,0,1,12.4
2012-06-28,Wells,Bull Trout,0,1,12.6
2012-06-29,Wells,Bull Trout,0,NA,12.9
2012-06-30,Wells,Bull Trout,0,1,13.1
2012-07-01,Wells,Bull Trout,1,1,13.2
2012-07-02,Wells,Bull Trout,0,NA,13.3
2012-07-03,Wells,Bull Trout,0,NA,13.3
2012-07-04,Wells,Bull Trout,0,NA,13.4
2012-07-05,Wells,Bull Trout,0,NA,13.3
2012-07-06,Wells,Bull Trout,0,1,13.6
2012-07-07,Wells,Bull Trout,0,1,14
2012-07-08,Wells,Bull Trout,1,1,14.3
2012-07-09,Wells,Bull Trout,0,NA,14.4
2012-07-10,Wells,Bull Trout,1,1,14.7
2012-07-11,Wells,Bull Trout,1,1,14.7
2012-07-12,Wells,Bull Trout,0,NA,14.9
2012-07-13,Wells,Bull Trout,0,NA,15
2012-07-14,Wells,Bull Trout,0,NA,15.1
2012-07-15,Wells,Bull Trout,0,NA,15
2012-07-16,Wells,Bull Trout,0,NA,15.1
2012-07-17,Wells,Bull Trout,0,NA,15.4
2012-07-18,Wells,Bull Trout,0,NA,15.3
2012-07-19,Wells,Bull Trout,0,NA,15.3
2012-07-20,Wells,Bull Trout,0,NA,15.5
2012-07-21,Wells,Bull Trout,0,NA,15.7
2012-07-22,Wells,Bull Trout,0,NA,15.9
2012-07-23,Wells,Bull Trout,0,NA,16
2012-07-24,Wells,Bull Trout,0,NA,16.1
2012-07-25,Wells,Bull Trout,1,NA,16.2
2012-07-26,Wells,Bull Trout,0,NA,16.4
2012-07-27,Wells,Bull Trout,0,NA,16.7
2012-07-28,Wells,Bull Trout,0,NA,16.7
2012-07-29,Wells,Bull Trout,0,NA,16.8
2012-07-30,Wells,Bull Trout,0,NA,16.9
2012-07-31,Wells,Bull Trout,0,NA,17.2
2012-08-01,Wells,Bull Trout,0,NA,17.2
2012-08-02,Wells,Bull Trout,0,NA,17.2
2012-08-03,Wells,Bull Trout,0,NA,17.2
2012-08-04,Wells,Bull Trout,0,NA,17.3
2012-08-05,Wells,Bull Trout,0,NA,17.1
2012-08-06,Wells,Bull Trout,0,NA,17.2
2012-08-07,Wells,Bull Trout,0,NA,17.3
2012-08-08,Wells,Bull Trout,1,NA,17.4
2012-08-09,Wells,Bull Trout,0,NA,17.5
2012-08-10,Wells,Bull Trout,0,NA,17.4
2012-08-11,Wells,Bull Trout,0,NA,17.4
2012-08-12,Wells,Bull Trout,0,NA,17.5
2012-08-13,Wells,Bull Trout,0,NA,17.6
2012-08-14,Wells,Bull Trout,0,NA,17.7
2012-08-15,Wells,Bull Trout,0,NA,17.9
2012-08-16,Wells,Bull Trout,0,NA,17.9
2012-08-17,Wells,Bull Trout,0,NA,17.8
2012-08-18,Wells,Bull Trout,0,NA,17.9
2012-08-19,Wells,Bull Trout,0,NA,17.9
2012-08-20,Wells,Bull Trout,0,NA,18
2012-08-21,Wells,Bull Trout,0,NA,18
2012-08-22,Wells,Bull Trout,0,NA,18.1
2012-08-23,Wells,Bull Trout,0,NA,18.1
2012-08-24,Wells,Bull Trout,0,NA,18
2012-08-25,Wells,Bull Trout,0,NA,18
2012-08-26,Wells,Bull Trout,0,NA,18
2012-08-27,Wells,Bull Trout,0,NA,18
2012-08-28,Wells,Bull Trout,0,NA,17.9
2012-08-29,Wells,Bull Trout,0,NA,17.9
2012-08-30,Wells,Bull Trout,0,NA,17.9
2012-08-31,Wells,Bull Trout,0,NA,18.2
2012-09-01,Wells,Bull Trout,0,NA,18.1
2012-09-02,Wells,Bull Trout,0,NA,18.2
2012-09-03,Wells,Bull Trout,0,NA,18.3
2012-09-04,Wells,Bull Trout,0,NA,18.4
2012-09-05,Wells,Bull Trout,0,NA,18.3
2012-09-06,Wells,Bull Trout,0,NA,18.1
2012-09-07,Wells,Bull Trout,0,NA,18.1
2012-09-08,Wells,Bull Trout,0,NA,18.3
2012-09-09,Wells,Bull Trout,0,NA,18.4
2012-09-10,Wells,Bull Trout,0,NA,18.3
2012-09-11,Wells,Bull Trout,0,NA,18.1
2012-09-12,Wells,Bull Trout,0,NA,17.9
2012-09-13,Wells,Bull Trout,0,NA,18.1
2012-09-14,Wells,Bull Trout,0,NA,17.9
2012-09-15,Wells,Bull Trout,0,NA,17.9
2012-09-16,Wells,Bull Trout,0,NA,17.9
2012-09-17,Wells,Bull Trout,0,NA,17.9
2012-09-18,Wells,Bull Trout,0,NA,18
2012-09-19,Wells,Bull Trout,0,NA,18
2012-09-20,Wells,Bull Trout,0,NA,18
2012-09-21,Wells,Bull Trout,0,NA,17.9
2012-09-22,Wells,Bull Trout,0,NA,17.9
2012-09-23,Wells,Bull Trout,0,NA,18
2012-09-24,Wells,Bull Trout,0,NA,18
2012-09-25,Wells,Bull Trout,0,NA,18
2012-09-26,Wells,Bull Trout,0,NA,NA
2012-09-27,Wells,Bull Trout,0,NA,NA
2012-09-28,Wells,Bull Trout,0,NA,NA
2012-09-29,Wells,Bull Trout,0,NA,NA
2012-09-30,Wells,Bull Trout,0,NA,NA
2012-10-01,Wells,Bull Trout,0,NA,NA
2012-10-02,Wells,Bull Trout,0,NA,NA
2012-10-03,Wells,Bull Trout,0,NA,NA
2012-10-04,Wells,Bull Trout,0,NA,NA
2012-10-05,Wells,Bull Trout,1,NA,NA
2012-10-06,Wells,Bull Trout,0,NA,NA
2012-10-07,Wells,Bull Trout,0,NA,NA
2012-10-08,Wells,Bull Trout,0,NA,NA
2012-10-09,Wells,Bull Trout,0,NA,NA
2012-10-10,Wells,Bull Trout,0,NA,NA
2012-10-11,Wells,Bull Trout,0,NA,NA
2012-10-12,Wells,Bull Trout,0,NA,NA
2012-10-13,Wells,Bull Trout,0,NA,NA
2012-10-14,Wells,Bull Trout,0,NA,NA
2012-10-15,Wells,Bull Trout,0,NA,NA
2012-10-16,Wells,Bull Trout,0,NA,NA
2012-10-17,Wells,Bull Trout,0,NA,NA
2012-10-18,Wells,Bull Trout,0,NA,NA
2012-10-19,Wells,Bull Trout,0,NA,NA
2012-10-20,Wells,Bull Trout,0,NA,NA
2012-10-21,Wells,Bull Trout,0,NA,NA
2012-10-22,Wells,Bull Trout,0,NA,NA
2012-10-23,Wells,Bull Trout,0,NA,NA
2012-10-24,Wells,Bull Trout,0,NA,NA
2012-10-25,Wells,Bull Trout,0,NA,NA
2012-10-26,Wells,Bull Trout,0,NA,NA
2012-10-27,Wells,Bull Trout,0,NA,NA
2012-10-28,Wells,Bull Trout,0,NA,NA
2012-10-29,Wells,Bull Trout,0,NA,NA
2012-10-30,Wells,Bull Trout,0,NA,NA
2012-10-31,Wells,Bull Trout,0,NA,NA
2012-11-01,Wells,Bull Trout,0,NA,NA
2012-11-02,Wells,Bull Trout,0,NA,NA
2012-11-03,Wells,Bull Trout,0,NA,NA
2012-11-04,Wells,Bull Trout,0,NA,NA
2012-11-05,Wells,Bull Trout,0,NA,NA
2012-11-06,Wells,Bull Trout,0,NA,NA
2012-11-07,Wells,Bull Trout,0,NA,NA
2012-11-08,Wells,Bull Trout,0,NA,NA
2012-11-09,Wells,Bull Trout,0,NA,NA
2012-11-10,Wells,Bull Trout,0,NA,NA
2012-11-11,Wells,Bull Trout,0,NA,NA
2012-11-12,Wells,Bull Trout,0,NA,NA
2012-11-13,Wells,Bull Trout,0,NA,NA
2012-11-14,Wells,Bull Trout,1,NA,NA
2012-11-15,Wells,Bull Trout,0,NA,NA
2012-11-16,Wells,Bull Trout,0,NA,NA
2012-11-17,Wells,Bull Trout,0,NA,NA
2012-11-18,Wells,Bull Trout,0,NA,NA
2012-11-19,Wells,Bull Trout,0,NA,NA
2012-11-20,Wells,Bull Trout,0,NA,NA
2012-11-21,Wells,Bull Trout,0,NA,NA
2012-11-22,Wells,Bull Trout,0,NA,NA
2012-11-23,Wells,Bull Trout,0,NA,NA
2012-11-24,Wells,Bull Trout,0,NA,NA
2012-11-25,Wells,Bull Trout,0,NA,NA
2012-11-26,Wells,Bull Trout,0,NA,NA
2012-11-27,Wells,Bull Trout,0,NA,NA
2012-11-28,Wells,Bull Trout,0,NA,NA
2012-11-29,Wells,Bull Trout,0,NA,NA
2012-11-30,Wells,Bull Trout,0,NA,NA
2012-12-01,Wells,Bull Trout,0,NA,NA
2012-12-02,Wells,Bull Trout,0,NA,NA
2012-12-03,Wells,Bull Trout,0,NA,NA
2012-12-04,Wells,Bull Trout,0,NA,NA
2012-12-05,Wells,Bull Trout,0,NA,NA
2012-12-06,Wells,Bull Trout,0,NA,NA
2012-12-07,Wells,Bull Trout,0,NA,NA
2012-12-08,Wells,Bull Trout,0,NA,NA
2012-12-09,Wells,Bull Trout,0,NA,NA
2012-12-10,Wells,Bull Trout,0,NA,NA
2012-12-11,Wells,Bull Trout,0,NA,NA
2012-12-12,Wells,Bull Trout,0,NA,NA
2012-12-13,Wells,Bull Trout,0,NA,NA
2012-12-14,Wells,Bull Trout,0,NA,NA
2012-12-15,Wells,Bull Trout,0,NA,NA
2012-12-16,Wells,Bull Trout,0,NA,NA
2012-12-17,Wells,Bull Trout,0,NA,NA
2012-12-18,Wells,Bull Trout,0,NA,NA
2012-12-19,Wells,Bull Trout,0,NA,NA
2012-12-20,Wells,Bull Trout,0,NA,NA
2012-12-21,Wells,Bull Trout,0,NA,NA
2012-12-22,Wells,Bull Trout,0,NA,NA
2012-12-23,Wells,Bull Trout,0,NA,NA
2012-12-24,Wells,Bull Trout,0,NA,NA
2012-12-25,Wells,Bull Trout,0,NA,NA
2012-12-26,Wells,Bull Trout,0,NA,NA
2012-12-27,Wells,Bull Trout,0,NA,NA
2012-12-28,Wells,Bull Trout,0,NA,NA
2012-12-29,Wells,Bull Trout,0,NA,NA
2012-12-30,Wells,Bull Trout,0,NA,NA
2013-01-01,Wells,Bull Trout,0,NA,NA
2013-01-02,Wells,Bull Trout,0,NA,NA
2013-01-03,Wells,Bull Trout,0,NA,NA
2013-01-04,Wells,Bull Trout,0,NA,NA
2013-01-05,Wells,Bull Trout,0,NA,NA
2013-01-06,Wells,Bull Trout,0,NA,NA
2013-01-07,Wells,Bull Trout,0,NA,NA
2013-01-08,Wells,Bull Trout,0,NA,NA
2013-01-09,Wells,Bull Trout,0,NA,NA
2013-01-10,Wells,Bull Trout,0,NA,NA
2013-01-11,Wells,Bull Trout,0,NA,NA
2013-01-12,Wells,Bull Trout,0,NA,NA
2013-01-13,Wells,Bull Trout,0,NA,NA
2013-01-14,Wells,Bull Trout,0,NA,NA
2013-01-15,Wells,Bull Trout,0,NA,NA
2013-01-16,Wells,Bull Trout,0,NA,NA
2013-01-17,Wells,Bull Trout,0,NA,NA
2013-01-18,Wells,Bull Trout,0,NA,NA
2013-01-19,Wells,Bull Trout,0,NA,NA
2013-01-20,Wells,Bull Trout,0,NA,NA
2013-01-21,Wells,Bull Trout,0,NA,NA
2013-01-22,Wells,Bull Trout,0,NA,NA
2013-02-07,Wells,Bull Trout,0,NA,NA
2013-02-10,Wells,Bull Trout,0,NA,NA
2013-02-17,Wells,Bull Trout,0,NA,NA
2013-02-20,Wells,Bull Trout,0,NA,NA
2013-02-21,Wells,Bull Trout,0,NA,NA
2013-02-22,Wells,Bull Trout,0,NA,NA
2013-02-23,Wells,Bull Trout,0,NA,NA
2013-02-24,Wells,Bull Trout,0,NA,NA
2013-02-25,Wells,Bull Trout,0,NA,NA
2013-02-26,Wells,Bull Trout,0,NA,NA
2013-02-27,Wells,Bull Trout,0,NA,NA
2013-02-28,Wells,Bull Trout,0,NA,NA
2013-03-01,Wells,Bull Trout,0,NA,NA
2013-03-02,Wells,Bull Trout,0,NA,NA
2013-03-03,Wells,Bull Trout,0,NA,NA
2013-03-04,Wells,Bull Trout,0,NA,NA
2013-03-05,Wells,Bull Trout,0,NA,NA
2013-03-06,Wells,Bull Trout,0,NA,NA
2013-03-07,Wells,Bull Trout,0,NA,NA
2013-03-08,Wells,Bull Trout,0,NA,NA
2013-03-09,Wells,Bull Trout,0,NA,NA
2013-03-10,Wells,Bull Trout,0,NA,NA
2013-03-11,Wells,Bull Trout,0,NA,NA
2013-03-12,Wells,Bull Trout,0,NA,NA
